current_balance,average_monthly_payment,payment_ratio,number_of_late_payments,months_since_last_late_payment,number_of_credit_inquiries,current_limit,average_utilization,default_flag
9089.68692539675,1359.2451486585646,0.5290800677854716,1,19,2,6449.304948809313,0.4001527043423832,0
7764.950335773377,919.9806632103276,1.0,0,23,0,9365.187739037832,0.0,0
9608.183545128584,100.0,1.0,0,17,0,16820.689362002522,0.4935417633828882,0
13978.431710181923,1317.481436806275,0.989030947133366,0,19,2,13958.243611846126,0.5365230626475671,0
0.0,365.6244961993583,1.0,0,12,0,8305.156790677283,0.0,0
4235.068347737434,372.98867378574175,1.0,0,23,1,9404.0427250228,0.1516228709069018,0
8715.536333412696,458.03309161304384,0.4479602969741273,4,6,2,2260.0838393102367,0.5367965350202509,1
3583.728266908618,1004.6976772879248,0.6065828254400919,0,12,2,13413.820679446164,0.0,0
9144.331013464516,1188.4298341823892,0.4685964991831603,5,2,4,13474.841490298182,0.6650689860165847,1
0.0,1289.7889235569237,1.0,0,12,1,6716.444039874319,0.3022856032198537,0
3778.8910612196582,793.7899650750466,1.0,1,27,2,11556.7804727668,0.3241081279623056,0
4386.586337041636,871.1377192068524,0.8955757872192103,0,18,0,6514.287349486225,0.3635708671243597,0
7264.876298425894,735.1108739846409,0.7970717292393364,0,18,0,8606.990117144253,0.3378268385907578,0
1478.3601067730824,1245.6370103631414,0.5325695578317617,0,17,1,5393.684785233581,0.2167865995027363,0
1976.2649137153817,567.3503624325743,0.9228295388075468,1,19,0,10181.964650902444,0.4099272254937929,0
6794.297465142399,837.2432935025317,0.6496512870625624,1,24,0,8916.031239937953,0.2248599061917581,0
2325.369530436486,1000.8279278109756,1.0,0,14,1,2750.7990517431545,0.2987179276689735,0
881.4216455568085,1472.7486523296975,0.7420002231306082,0,25,1,8821.488150973159,0.1530095444361076,0
4253.926621449359,1156.0310658633691,0.8374203074444546,1,27,0,4278.032668954447,0.3419781768105314,0
10190.965444571506,1030.8941351148242,0.9319549517283556,0,15,1,16858.925296047204,0.537232314071274,0
4859.146875596324,50.0,0.3238301084655862,5,1,3,3216.631168882597,0.7114124728939543,1
6343.125680051945,899.2900499615132,0.4921890156859063,1,31,2,3810.1001324876297,0.4841087646138611,0
7649.329331441477,664.3462043144569,0.8279363930570465,0,24,2,1063.4687095423342,0.3637037369232435,0
0.0,385.4144832408414,1.0,0,22,0,8248.760752707505,0.4922169070806959,0
7924.0977141278545,623.9994177291121,0.4839574055346678,2,1,6,7546.502769981988,0.6516003078327377,1
779.1697984604916,1284.3848476697244,0.6412590840995523,1,21,0,5407.060930354712,0.1116115431808579,0
4025.505849474133,1067.5881206713343,0.7836175408548784,2,18,1,14242.094379722672,0.1288655064974461,0
2383.5022778247185,111.07699515319848,0.0520612766414843,3,8,5,3219.7020753645998,0.5521284778046771,1
8712.961272535995,847.6886758226321,0.792817919272314,0,21,1,3392.6639170949493,0.1504965686400887,0
4281.494233934751,845.9261852734313,1.0,1,31,2,10260.589901317053,0.3974460655112091,0
11011.592599145932,538.0310686849386,0.0576406155395959,0,1,2,13344.773477290364,1.0,1
7118.236741445395,1299.0860751673972,0.2681437631905202,2,23,1,11914.187619672286,0.1770322895055385,0
5731.402141313596,1413.419315354557,1.0,0,20,1,6366.5339207565,0.2432366523707014,0
4655.593253722809,888.030287843363,0.9252488532126636,0,16,0,12788.850235655464,0.2030333552172143,0
10177.081378444313,1439.653646354488,0.8113648124298612,0,27,0,7551.159898985752,0.5421694850934713,0
6218.168367284243,742.3031009422896,0.3149034202894627,1,20,3,11518.159554420812,0.1273645925705827,0
4275.708305825021,1124.7962380371916,1.0,0,19,1,8033.754030103908,0.0673434608721283,0
5176.952664768792,1485.6721422707408,0.9456476214611732,0,16,1,18652.006068401788,0.4041761766806836,0
10646.0734894251,1340.8171118341943,1.0,1,17,1,11327.708372788336,0.3100194359603067,0
4525.083565971008,627.8783165222144,0.9172818019939804,1,27,0,10428.513827367118,0.4926556473616813,0
3536.883881153766,920.39914420668,0.6914678202051867,0,18,3,14218.754027760097,0.0,0
2442.909754323773,211.34147948131076,0.21374882419807,3,5,5,6653.268616873184,0.8087060735155204,1
4337.204825181162,904.757151097447,0.7403911651607027,0,31,0,19717.83102208715,0.6708939302934251,0
6024.980695857879,737.6656097173179,1.0,1,31,1,9364.217183665653,0.2400492102363672,0
5731.8595937255,895.897371005017,1.0,0,31,1,18221.40340235074,0.4446642321938736,0
6277.530975889487,1066.9709414760066,0.8958154110994905,0,24,2,1000.0,0.6353839156190257,0
0.0,725.3806733437124,0.7354784454396708,1,20,1,12026.148086503808,0.0453168559729932,0
3628.711230241184,1062.192383453857,0.5040270188982372,1,16,1,7813.763501614623,0.3093100730114217,0
9468.798228342948,673.0514528840179,0.8520297153556884,0,31,0,12277.162291135746,0.2337390036866902,0
7350.76899439582,723.6246064668389,0.9597136253496866,0,21,1,13710.012279729248,0.1622258452020847,0
2467.027888450787,1186.5611985455046,0.6431116162517507,0,18,3,11843.87470717956,0.2824229767548389,0
5642.281232390612,1265.1845944993995,0.885358038651729,3,27,0,13177.925524378888,0.3580206749010354,0
10823.652309391247,1362.709413578883,0.8676280650715864,0,19,0,21418.7300915692,0.6443027127330905,0
2738.413658927116,254.3860843047686,1.0,0,18,0,21418.60920334566,0.0956524008656744,0
6688.46472664642,1144.6575983388952,0.00879152623932259,2,2,5,9944.653030287016,0.5849320460755159,1
10605.809657489008,895.7467845231248,0.4034747343600984,3,27,1,9564.710405974403,0.14438120456792,0
9592.252497031091,490.5974012046432,0.7944104457443415,0,26,1,14806.83491368208,0.0,0
6030.854868705384,782.461379211842,0.8327902961789622,0,19,2,6893.994562804944,0.4141642216930138,0
6546.88426533187,521.036080252366,0.608135846956206,0,24,2,11532.71483061173,0.2673812237588118,0
2360.556939493837,928.0000111491696,0.6817023485858167,1,25,3,9373.330628695012,0.0,0
2569.242688956857,480.10338773588273,0.7660213596664809,2,19,1,15519.216793021707,0.1932656396172775,0
6000.986315860845,1640.61932676149,0.8657069507827897,0,18,3,1000.0,0.08649699576185,0
3974.5345392615936,1796.1125368243877,0.5550051985940384,0,21,2,10347.26726168496,0.0868657825438829,0
7353.812863694071,1223.9653663864735,0.716173241282219,0,23,1,5391.037410887024,0.7022652578026587,0
9651.501478442233,1695.728983477971,0.8890085399788374,0,19,0,18757.496095768038,0.1501272998167742,0
1536.9119953010468,1050.711482119829,0.7319209686568272,1,23,1,17650.94862553371,0.2212602007494146,0
1053.676078850463,840.9096412366586,0.9289909968054794,0,20,2,6923.4648492394135,0.754393182063799,0
4957.188941151834,1703.1161796312765,1.0,0,19,4,8977.433441144449,0.0806177072808631,0
5546.294737447586,695.781479304429,0.4124053371023295,0,22,0,13774.098783500916,0.3461474326766445,0
8639.29309993755,848.9514794876972,0.7727807082636702,0,17,1,15240.65999119014,0.4013218510299947,0
0.0,1239.8126597757864,0.7298094515723824,1,20,1,8705.936983937823,0.2777326306309453,0
1822.3594343331447,1279.9142244140298,0.836182135045005,1,19,1,5148.855156353503,0.2393690081810821,0
2909.684544711275,1447.2294215525644,0.5035763259131973,1,13,0,12838.250434458088,0.6611857952402947,0
0.0,1295.8340248465656,1.0,0,20,1,10032.680417845097,0.113259457793358,0
253.46970996161872,414.80820094783,0.8163793350401582,0,19,2,5810.839642467527,0.5951799305698555,0
8218.934143298036,1188.7773664189554,0.5945373153898056,0,20,0,14319.42160090336,0.1735286860622099,0
3429.2720347802515,1708.4170410694014,0.8151802045768737,0,21,0,11995.02248482743,0.2737638707967539,0
4389.616576759086,1019.899727058008,0.8641971938542832,2,20,1,10941.065779596014,0.3846374089384994,0
4106.399585129417,1397.4630088369724,1.0,0,26,0,10037.85147418428,0.1364066666055614,0
6165.127187690505,1598.7442700190873,0.8184242564145944,0,15,0,9461.83637252033,0.1579229686369205,0
4923.517614244401,300.32847610706244,0.9515846068022478,0,19,0,1000.0,0.3640865479533185,0
6751.649066852004,1235.483534892581,0.540712324883001,0,26,1,17465.16242987564,0.5184850349542077,0
0.0,1052.06669401067,0.8539647264754363,1,27,3,14867.127317140992,0.6925735618988766,0
4486.231085525196,591.5692498925209,1.0,0,14,2,2336.132288013293,0.3485846599898524,0
2250.6067221777867,820.150632666212,0.4092287825253223,2,1,4,9106.304549087226,0.781182392791421,1
5554.040917594725,610.8457234967483,0.9739524116352584,0,20,1,13368.994536057811,0.2624694904678156,0
2959.479570956148,380.91942783227057,0.515367944570287,0,22,2,11570.394341806115,0.1388871941996641,0
7446.503067332787,963.588783704829,1.0,2,15,3,11882.154044883431,0.639615532935815,0
5601.707591692829,1924.331534483275,0.907473084986965,1,23,1,7064.021449111629,0.3182474858216895,0
4385.370008405848,670.4701547427296,1.0,0,21,1,13308.112061854024,0.4767209378562175,0
4444.707051736344,644.6540037664946,0.7439123437667717,0,22,0,7205.770451100738,0.1925451023258255,0
3875.533830134582,1839.2869821743784,0.6461337691299192,0,20,0,13157.421153825122,0.1754087969925817,0
3638.325751540615,1443.4213297442925,0.8131107450300558,0,17,1,17168.399338487125,0.3228172289214672,0
8748.514702118477,1154.6391925633473,0.7358964552668061,0,28,0,10211.79283348646,0.2753310019472612,0
4428.983965749176,1794.223588120056,0.9645684146432716,1,20,1,11453.241826228565,0.1862545366187459,0
6240.304709671103,504.6883883113712,0.2746630488002777,1,28,0,11564.019111861362,0.4582697228076517,0
5661.7506132120825,2117.7214355900037,0.7832580285721956,1,12,0,9958.465051751027,0.3627460770986805,0
7913.035525645189,152.2529417790975,0.071299322403406,6,3,7,7589.761545232823,0.920465698760328,1
11431.15813180934,561.3750274152263,0.5092336173055839,3,3,7,18867.924241180343,0.7701666933578037,1
1609.3888259782284,686.4745772763247,1.0,1,21,1,6293.665000013718,0.1102195110457892,0
0.0,1292.3626735179705,0.6390914770611835,0,16,0,16485.668642267236,0.7530641035833161,0
8949.100561260118,688.5228993078365,0.2061447714974508,3,2,3,12199.304742457993,0.2952374762663444,1
2864.080318223232,188.83969335311733,0.5503978822212681,0,21,1,19556.428309752744,0.3088723989643208,0
7276.785769360295,1093.553550062546,0.895699946359178,1,31,3,2049.587334897434,0.5980025974509567,0
1507.8481027825233,951.4052280882818,0.5324307256368104,0,21,0,5489.81471749297,0.4097985563325513,0
2732.625499524911,1451.5290833684664,0.6211111599625639,0,11,0,9466.43668458096,0.0996528736980046,0
1916.2287049677836,2117.7214355900037,0.8831343948193153,1,14,1,5640.803244423627,0.092835388274039,0
2905.400976166851,804.3500550508112,0.7549774878629768,0,19,2,10783.84579338005,0.3550975433441445,0
6458.108868252911,1549.7318856978266,0.4001824374204384,0,22,1,4891.704162735487,0.1694762946165311,0
8745.729618627996,902.296093929478,0.403515195830711,0,3,6,9425.557633670998,0.7196304503893036,1
5275.257453345119,423.2587345556782,1.0,0,20,1,15279.374906218873,0.1212535095932298,0
5465.572051576937,1356.2522210460804,0.91578260475458,0,30,1,15201.944453809188,0.0653653960038333,0
3558.0561755352755,1034.5017503685308,1.0,1,27,2,16487.459671305536,0.1877450798803612,0
5276.951786423606,956.330079490886,0.5027376109587417,1,1,4,10189.68201669762,1.0,1
8951.345202019596,253.4050938955344,0.9429633376960146,1,17,0,9721.81430127108,0.4231240333892589,0
4103.539732912388,1548.5376532063135,0.7796247289925896,0,14,0,5044.688164733374,0.3446274610825701,0
1483.29873969008,1384.6076386145248,0.9134483413613808,0,25,2,9957.73553639656,0.6292276368589051,0
0.0,984.264314898158,0.7543363147949662,0,21,0,9503.55200452606,0.0,0
4546.102339302433,1283.6089527169363,0.6700111409384619,1,21,0,7413.241445343749,0.2056006594115902,0
397.65748779313344,888.4871593667989,0.532935492248899,0,29,0,11707.556075732096,0.6256535784975397,0
3734.693646728007,377.1831531642784,0.3837787381774551,5,1,4,10664.672068623471,0.541126155269897,1
3789.05461027401,762.2327766323226,0.6977604402877231,0,27,0,15164.705589697687,0.1496482373146285,0
3364.441265821034,877.0904366444712,0.7549026658795762,1,27,1,6741.900976813434,0.398740784936404,0
1830.3270717192415,245.00341471039656,0.6542942247557032,0,22,2,10238.895130647632,0.4655490506646894,0
3177.936700363366,1357.274880731753,0.5947876338215216,1,17,0,4593.348466380983,0.3298089752599705,0
7935.563897242344,392.3935790479871,0.3954237439607676,3,3,7,6567.079788373282,0.7653890342281708,1
5575.668635064943,840.4519828744881,0.9207578141463516,1,9,0,10310.91286339926,0.6354583109850171,0
5339.421371159068,443.9068493607208,1.0,0,20,0,9437.92960150557,0.4782878385107024,0
5802.609076570436,242.87116981466187,0.3736615192509482,2,1,2,8712.266116478524,0.8523464424595102,1
6067.006845689688,1175.5456458383674,0.7866458364578509,0,20,0,8453.67859495049,0.4442129970289917,0
2265.1480935382924,991.315996245451,0.6251426085599232,0,19,1,3918.8947940020944,0.5113541413285896,0
8518.270535802334,1042.671977760255,0.3412675955258678,0,26,0,5994.196712111117,0.4370664527398805,0
5121.560960855824,438.3204639250143,0.3628621845967723,5,1,3,9397.766485755434,0.6927304323620689,1
2754.540390330339,1216.7812300959397,0.702701476890903,1,14,1,14554.367028783789,0.5182854372999444,0
13822.125533231016,415.7931690250916,0.1882879088586533,1,3,2,7947.808311424332,0.782346521062312,1
7606.317501772313,585.7983891258743,1.0,1,25,1,7398.9310330345725,0.4525343491329635,0
3873.099002703393,471.8459347621234,0.7338352954551591,0,27,1,11121.145683294551,0.5888189314383732,0
6551.246484892744,1053.8821606891083,0.121345068360064,6,1,7,6968.447880041027,0.7647784861828621,1
2547.7755967569806,1133.848127179331,0.5883876565418965,1,16,0,13914.98286877694,0.0,0
962.0609592597544,991.0689225561332,0.5833596633630798,1,23,1,6347.356799120755,0.3852646140312848,0
1609.4638115459495,1100.1973924381757,0.776116466021568,0,18,1,15830.78235796719,0.3469490014832574,0
11814.349236268388,144.9124493041029,1.0,1,24,1,15519.615948819002,0.2392258764024835,0
4709.860664388822,537.8657987024642,0.9372577083463628,0,16,1,12077.730413282598,0.6232845946552447,0
5428.97190442765,1459.5930768384767,0.9010667887748064,1,14,0,19001.09862713605,0.0565154228688447,0
5193.517918587715,1045.7400029887842,1.0,2,20,0,14623.231170084797,0.0,0
5990.341371412831,725.8016060944086,0.8675520639870622,1,20,2,12055.714855304606,0.5709719187555911,0
5995.755343123662,1080.3522756392308,0.7272258403073375,1,23,1,10616.90383128951,0.305149967497078,0
7757.462520830004,569.7807659665834,0.8846159920648706,0,25,3,4144.238636133186,0.4401533247184737,0
4611.448259409678,704.8926938997552,0.4512610985885526,2,19,1,12183.16464258137,0.0718209115746655,0
3341.2374878980936,613.6815551734499,0.6863876771260798,0,16,1,12265.149387865677,0.4463704611198531,0
4869.569150558413,870.1394144617338,0.8337385489618785,0,17,1,14058.053467769943,0.2568712491186401,0
0.0,893.351712183961,1.0,1,22,3,2489.316749854177,0.0427993652495155,0
2053.117897235961,214.76247731601472,0.8932939381872613,0,12,1,3973.817544659285,0.7688894864946989,0
4511.621281783117,1561.1016666466844,0.9760962601828228,0,21,0,6225.61030086954,0.4476164349887507,0
0.0,1353.2603867103137,1.0,1,15,3,14179.84621580004,0.4148679789451777,0
0.0,100.0,0.943433994922658,0,19,1,8597.340820384652,0.6938713851226952,0
4685.096877309128,1050.3814114507993,0.9934668729356334,0,22,0,9933.71944326124,0.42245012058145,0
3777.619678125195,347.7255502079453,1.0,0,18,2,11309.771641601244,0.4344913084487722,0
2874.779699268612,1943.8125603130025,0.5537000845556801,0,23,3,6519.701303720047,0.4558511874704138,0
3554.7020867195743,276.30933326845513,0.8577219302596987,0,25,0,4888.981740766824,0.1373094749449096,0
3709.072040136073,1874.0677862621424,0.8049555492993523,1,26,2,7217.25551895368,0.335577499457993,0
5054.141757404673,1368.9674631310777,0.6751759554266122,0,17,2,15625.991921847875,0.4660819449797677,0
9545.618376279948,746.4759503680414,0.3243881806577098,1,2,1,4735.451813569832,0.8189906211308358,1
4093.458239052136,335.3204705329681,0.5958749918992359,1,18,0,9075.302508214252,0.3158416290173901,0
8070.5919325560335,504.9931430484304,0.9287826020592312,0,30,2,13292.275998047504,0.4781378808217562,0
8931.81773844039,1017.3846240472284,0.7310101369571051,0,22,0,8660.182542889528,0.5043995623070292,0
3910.605059548766,1824.5956616672308,0.9095412386326288,1,23,3,13663.080467925269,0.7010411890735588,0
0.0,1042.6698878974469,0.9178603611888344,0,23,3,9340.15352615402,0.1042512629884082,0
5417.086060859377,1157.35497119538,0.5866280316675391,1,18,1,10742.921534579607,0.5695678778845342,0
6592.926985892272,1181.2254343128052,0.9722836719752516,0,15,3,2457.453186742745,0.5713879258604961,0
9345.497689678778,100.0,0.8025927882943519,1,19,0,15167.929717531912,0.2235026878553615,0
6228.908356051981,1065.064719049021,0.9999559159035044,2,23,0,14347.310195753897,0.0,0
1370.9157714766775,1261.260383221195,1.0,0,24,2,3273.3515606140063,0.6453730548667453,0
5268.7420437657465,645.610898639251,0.953300753401116,0,22,2,6488.059345042137,0.0,0
9090.12954061502,734.4704148106622,0.8510246176246901,1,12,0,9583.731798322777,0.0,0
7868.8850062740385,1360.1120084527038,0.7389252527812704,0,26,1,19550.90171387189,0.319327021195624,0
836.3943486325943,1402.6199289522033,0.9652580249244552,0,31,0,11805.096439753022,0.4652396536151975,0
8043.110195054391,393.6714336883431,0.6362950388699871,0,28,2,19646.039421294536,0.0705391276395054,0
8991.297033136449,228.1847390631576,0.8383531266204984,0,21,1,14889.718906637474,0.3907553361616862,0
6912.8174366936255,378.3188696600548,0.7188934616475084,0,25,1,11679.244538216875,0.3123605451251015,0
2995.567743383018,196.1793447384016,0.8776429983182147,1,19,1,10285.487064528945,0.4672418672884518,0
8887.615345589043,1420.8161278825376,0.46031461815253,0,14,1,15317.601260553156,0.1939012759277677,0
12182.728392026533,449.6097123218336,0.00879152623932259,1,1,2,8958.83938298602,1.0,1
5035.588037542353,545.7678312386115,0.7897756422533913,0,25,0,12509.299148904078,0.4865387741526547,0
12294.151975934585,305.4555651239566,0.4079575551636527,2,2,3,11411.62108601732,0.9749048516272047,1
