age,income,employment_length,debt_to_income,credit_history_length,number_of_debts,number_of_delinquent_debts,homeowner,default_flag
53,88799.08082857261,9.114319981051466,0.2109948538333279,3.557928424773741,2,1,1,0
39,88897.00574519616,3.065436864983419,0.2305209042084517,9.3037560227652,4,0,1,0
33,62762.9511273515,12.877364778355677,0.0857096802837623,6.699977319902912,1,0,1,0
38,52451.5319773934,7.9921409631340286,0.1853651329831802,8.823491613672292,0,0,1,0
40,34961.55479053095,3.291911172081491,0.237528800802786,15.015029713814036,3,0,1,0
51,104287.7972342216,3.6247765278601465,0.2507083362830431,6.642039467412028,3,1,1,0
44,85627.6679624727,0.1386211013771072,0.1753226868529102,11.886044081865665,1,0,1,0
41,45960.85403409756,13.639624927584135,0.1640051335186753,20.51955479211114,3,1,1,0
27,87663.89030658687,18.39578349233402,0.0902123711745315,15.88859017695299,3,0,0,0
28,57513.98122243002,1.4401922731693908,0.2643638951907203,9.630267957909988,3,0,0,0
59,87324.29570411576,13.923478989405016,0.3808663028326799,19.249857971504788,0,0,1,0
27,57362.5675476334,1.6995039510456995,0.8348101545458546,1.2828022291731265,3,2,1,1
43,35033.94396261364,1.388642607044118,0.1818277505487627,6.94486960489844,2,0,0,0
18,54258.35593769982,10.227395873437631,0.1755046417040667,16.434359607549016,2,0,1,0
33,80812.84885599336,7.431865327403851,0.3793052685216608,11.942439591205163,1,0,0,0
53,88659.76553419157,3.4009469342454635,0.3146170450925749,12.395685806154887,1,1,0,0
26,39195.32108119555,0.0,0.8348101545458546,0.0,5,0,0,1
18,58116.06383631355,0.5661964906710426,0.4904726663336905,3.198365196916834,7,1,0,1
45,10000.0,6.809853235982634,0.2780687144037141,0.0,3,3,0,1
24,60868.46817632822,15.018098342641675,0.2829833691643413,12.458828906558471,2,0,1,0
18,23729.34134092689,0.4009159454326254,0.3290378763173144,4.347445405589655,5,1,0,1
26,42795.88572634955,1.821536115529915,0.6717985199301542,0.0,3,2,0,1
51,68760.10517037453,1.1747277846479154,0.3350770130553873,5.107233298224009,2,1,1,0
38,83063.3939690969,6.019326398172178,0.2733203672240365,6.263554378601091,2,1,1,0
52,54412.99505886157,18.98175153686046,0.0009883262751064,13.819298175904835,1,1,0,0
34,35683.12034349263,14.17347639597131,0.1126743323147461,14.311342153012916,2,0,0,0
31,48490.19573807757,9.790244194282854,0.0,6.0863675348291135,0,0,1,0
44,66188.32370284101,10.408705162938128,0.1477787773487854,9.40919566475784,1,2,1,0
44,51729.3748238134,7.592246024551106,0.1054593360804829,9.204046701225291,1,0,1,0
32,29363.70831079705,9.626996758752956,0.4156390483319137,2.580848833005512,2,3,1,1
25,68971.61758503695,6.688859313830839,0.2365391819129713,15.434797526160738,1,0,1,0
32,83459.35398328531,15.102004615649278,0.0542088931830672,10.93615538432647,3,0,1,0
42,38813.18625450347,5.2464955901637165,0.2098055489919638,6.299793586375133,1,0,0,0
49,82729.1114864969,9.642673769569742,0.1752881757412135,18.6909055753817,2,0,1,0
18,51285.78335230525,12.71884392399661,0.1394224585101447,8.588491932519261,1,0,1,0
37,38584.91247322995,11.129193287678548,0.1074332856712707,14.012803359273931,2,0,1,0
36,25518.41129100782,1.5013014974939636,0.5299907758762502,3.1642002947228693,3,2,0,1
51,50807.89402485039,10.496292427908324,0.3392734118755027,10.658296304795954,1,1,1,0
49,19635.317771376074,2.696341880222331,0.2943684969803888,8.381994863036835,0,0,1,0
45,48876.70861156001,11.56191672433228,0.275913662234256,8.24098762232658,0,0,1,0
54,44624.67179922959,0.9238303456676372,0.3475133657032921,6.121781759056894,1,0,1,0
50,32374.5726085293,4.397602426923058,0.8348101545458546,4.371985277745289,4,1,0,1
31,42103.06078283277,7.964567224039028,0.7415837175687521,1.8937003024927648,6,0,0,1
50,104287.7972342216,0.0,0.2623373181644629,11.449577009771946,3,0,1,0
18,48427.99936042352,4.676590989286273,0.5111066555836064,5.800991028422617,3,2,1,1
50,49502.81079351131,5.9493186911450895,0.1835679063069197,6.355818731858866,1,0,1,0
41,63320.37695749145,17.768283739883614,0.1286189722709883,10.48725542040671,3,0,1,0
40,56425.86230873009,10.705254920308317,0.3714941887549245,14.542619797940722,3,1,1,0
25,47305.68332869947,6.640520087401281,0.2096353961521082,1.840333104291615,3,4,1,1
36,57877.35984775368,2.7096914135474126,0.4405679674439449,5.518294456040415,1,0,1,0
49,82363.3709674795,5.3458179714265865,0.2744648949116316,9.897779506561312,7,0,1,0
52,82418.73024812492,0.0,0.1179551533227916,9.349334641356313,0,0,0,0
18,57559.65633218311,6.5179323569125485,0.5039127654038958,0.0,4,2,0,1
18,15624.82753118342,2.264803344799988,0.6612238756193342,3.207706629313625,4,2,0,1
51,62403.9711749211,0.0,0.1903123272810666,12.309056025976991,0,0,0,0
18,62358.12027370829,2.364130799590397,0.4374208515063644,2.146267140558578,3,1,0,1
36,45147.7539809404,0.0,0.4018470120036583,1.0589909603645786,5,2,0,1
41,83265.64265588418,2.543982107923876,0.082906918457835,18.30469409349895,4,0,0,0
55,76133.52804328725,12.250021339847963,0.2506382538488058,0.8061698379361228,2,0,0,0
43,49839.43195808529,0.0,0.3104936765897048,4.751475819114098,0,1,0,1
35,21733.193305543944,0.0,0.3602131218539234,14.072119858437503,0,0,1,0
50,71991.57255627506,3.447911629151381,0.1879777566465221,19.43606715082416,1,0,1,0
49,64862.06116656829,18.70154389918281,0.223273655767532,15.36930211773518,1,0,1,0
39,88479.07691082334,3.095145407369623,0.3128969201402085,10.658584115471122,3,1,1,0
43,77768.93860717109,2.825974182773112,0.2523232452209377,12.746994168336256,4,1,1,0
62,49452.73324559783,13.809543098140225,0.1829233730845633,14.443733607728028,1,0,1,0
62,68660.92757207893,0.0,0.2617154548417751,5.2140636763205945,4,1,0,0
43,80398.57210855509,15.56063071188327,0.2100225229569567,14.550385830117762,3,0,1,0
35,29370.495273976023,2.5183737229197107,0.5740605812233279,1.322139858255816,2,3,1,1
47,75984.9291503449,2.744341321119161,0.2701822030280675,9.229241709584896,2,0,1,0
30,69112.93820177189,4.901881226553551,0.1612145476190627,16.509044387273665,1,0,1,0
23,52135.27181674309,14.593898425733949,0.106884059824981,11.911452203024409,2,0,0,0
28,46334.13118561576,7.028703937525208,0.6056308261957922,2.679707139314159,3,2,0,1
35,64402.58374975552,4.399194902140806,0.0823541842867846,6.571420644900652,1,0,0,0
18,49353.60699726435,2.870153791936284,0.6460726378392149,0.0742580323647423,3,1,1,1
57,75719.85625406263,8.20794533779217,0.2134974288550864,8.254286914343803,1,0,0,0
33,62622.38649350293,8.181396463191676,0.1780197294392266,10.910415566186249,1,0,1,0
35,52581.37792784664,0.0,0.1114579643905022,8.775236840064501,2,0,0,0
36,36664.12160237531,5.065624780973424,0.8348101545458546,5.53584721652356,3,3,0,1
29,67606.73300631766,5.478439832478416,0.19222593471687,12.282723333892909,2,0,1,0
37,46459.77646419313,8.239443913376075,0.2609350895578041,16.039767380262884,1,0,1,0
39,54968.96199631727,10.314563897465566,0.3700288642297992,11.388096700912644,2,0,0,0
50,69622.91781530374,14.710176654878644,0.0632174702382706,16.587830786643845,1,0,1,0
18,22837.71076124883,0.0,0.278303731614592,1.5946346326008334,2,2,1,1
50,44005.14223778936,5.122072730773542,0.1923172298988534,9.63083525500942,3,0,1,0
41,81433.60747781179,7.336591101400522,0.2013004763983309,18.97785201389574,2,2,1,0
27,73989.00181213084,12.455393386986987,0.025902174202345,19.05777359626165,2,0,1,0
38,88631.77810428222,5.985284656952478,0.050540499822695,17.785383827828664,1,0,1,0
43,41073.72354504407,0.0,0.2184238080597683,10.414114455819188,1,0,0,0
44,61274.04719531542,15.111292542881635,0.0272438962363664,16.640319811806354,2,0,0,0
38,63012.04985689268,15.0742006822963,0.0824140229412755,19.42369777393588,3,0,1,0
26,82488.28299941777,1.5356313389773515,0.1312496714862221,16.174169835069872,2,0,0,0
44,79438.60686881267,1.53516993798236,0.280394814197255,17.424484152051974,0,0,1,0
34,68807.07987755827,0.0,0.2654979793913838,6.965771143532575,1,0,1,0
35,53339.20448522162,3.413966518324872,0.0717549260331376,13.855637843783846,1,0,1,0
36,70466.47565457177,3.692936354068289,0.1844165509992999,3.8709021373558015,3,0,1,0
32,84263.58376783179,13.205539082622815,0.1730589381667332,0.0,3,0,0,0
42,71016.2567036701,4.4913632670205645,0.1546058452778473,10.258031657554715,1,0,1,0
37,79075.20511622707,3.707068871850071,0.1044018083888754,16.00503264381037,0,0,1,0
62,51463.26016914482,5.19867982131532,0.8348101545458546,3.863332696675952,6,2,0,1
32,55335.83003587212,2.657812570770856,0.310511354327409,14.720800291055774,1,1,1,0
52,38300.64025039045,5.03833897572986,0.2402345148424548,14.4588213995731,5,0,1,0
30,65691.33580949053,3.959732854549814,0.2047448530636205,10.516342521900404,2,0,1,0
28,47576.81513109542,9.144637013513773,0.1427793505219127,15.195086535022948,1,0,0,0
55,69411.42918800595,8.65043468130869,0.0763616540464095,17.48051320669901,2,0,0,0
44,73713.12785027422,0.5519519382449865,0.2446170944443246,12.374633345324543,3,0,1,0
52,61558.745931164194,15.513638403996428,0.1939130827783769,14.00620018012158,5,0,0,0
52,43726.70849724895,5.144767110628292,0.2689913766554886,5.04543522958955,4,0,0,0
25,50985.86881645482,7.397785686794118,0.2777188737672871,13.579964487920474,2,0,1,0
43,59915.96169217688,6.311254836490325,0.1321855453608104,13.598957109160796,4,0,1,0
24,71058.2797672936,6.022480831658719,0.3548776544517802,1.5552871597508695,6,4,0,1
18,55633.74052695771,2.083577520379537,0.7901743775187566,8.271828752714853,6,0,0,1
32,96108.3369283956,11.302444911728486,0.3569719587420858,9.054968139258085,2,0,0,0
18,65860.1761451731,0.0,0.2782595126685225,13.71804167443834,0,0,1,0
24,48612.77615818264,4.162267493849234,0.1615508450508345,3.3108440975874123,4,0,1,0
33,84190.62802272537,0.0,0.0214497730694759,14.6048745807858,3,0,1,0
32,36466.036284581874,0.9365896649654406,0.1749728774995292,13.242885493838212,1,0,1,0
57,70314.39238340272,7.963813432752322,0.2004098437450524,6.197801307629075,3,0,0,0
18,41725.03317098384,4.804642243343126,0.3902024580918512,0.0,2,0,1,1
33,74249.63528867609,9.72000053152518,0.2429591303314091,16.17683300229819,4,0,1,0
35,30350.46969272715,0.844066170765565,0.2106419322744712,11.344767771883788,3,0,1,0
26,58324.33800221871,4.485835935322795,0.2007463839125033,21.00461908785684,2,2,1,0
31,41671.12946562131,6.995777656257714,0.591842136803665,6.496467957404801,5,3,0,1
32,63070.56914500702,4.372641453209489,0.0649008964611147,6.08217484191888,1,0,0,0
34,35621.20137218191,1.3338673167104609,0.8348101545458546,0.5859568408275866,4,3,0,1
41,78299.10666020447,2.6439088849464536,0.3247820773150238,13.917790395419727,3,0,0,0
22,51274.19618011687,16.180906505285492,0.2620817200911994,9.105119889806872,1,0,0,0
18,38549.13817550791,3.835237999509269,0.4700145926688763,3.034488886012972,4,1,0,1
44,42073.333340560086,7.577816068222344,0.2946750439135875,6.923082334979395,3,0,1,0
53,57209.15914144193,10.26002684291224,0.1636736460863282,11.08047433176352,4,0,1,0
45,81964.71607046854,1.6999605117387224,0.1983564641168858,0.0,1,0,0,0
18,58660.82219369509,9.89662682015307,0.231727494026409,6.881513696938697,1,0,0,0
39,64254.5224238357,17.10483612633115,0.3639945948753917,15.316006600257552,2,0,0,0
51,66299.43743110665,14.230824989389724,0.2332059120949088,4.464003129844402,3,0,0,0
18,20802.7378946427,4.093204611859143,0.342979318927793,3.4781396908164384,5,3,0,1
23,29505.63810602012,5.3860525046417855,0.8348101545458546,2.179126347687976,2,3,0,1
18,72320.01799203406,2.390891987575514,0.3959321403140028,2.652686214360085,3,0,0,1
48,60384.06841931095,2.565380917497233,0.1915935372730703,0.0,2,0,1,0
25,53258.79955703288,7.517530163416791,0.7971847269776045,1.4929588902336972,5,1,0,1
47,51577.39530397832,15.56117455332799,0.3139290517659145,7.649930669661749,1,0,1,0
58,50805.17209873922,17.803589160193514,0.1454949195583715,6.9838844868565335,4,0,1,0
56,40683.46458208072,10.366076045037945,0.1548814684801869,11.090534340171306,0,0,1,0
38,57175.16357862936,7.4956953846048755,0.0733770470930776,8.778098747888343,2,0,0,0
39,75928.6073328422,9.22227224802775,0.0967324470982013,10.45861511813491,0,0,0,0
33,86922.06847724962,18.98175153686046,0.3445067328873769,5.688792385967724,4,0,1,0
28,90538.30950993084,0.0,0.3600069979383991,3.690684770633711,4,1,0,1
55,38371.73238521426,2.0081922650045154,0.0983299047248048,7.485845530906861,4,0,1,0
40,40770.563729789865,11.655554198447373,0.192030869902111,13.233177731478069,1,0,0,0
49,94995.3301176166,12.234348673421264,0.1791633987083314,4.057811085196498,1,1,1,0
27,49393.09272034687,4.338735631568806,0.8348101545458546,0.0,0,0,0,1
21,32502.19239915179,3.915633434041552,0.6524912918320549,4.528727989464022,2,0,0,1
47,82950.41233264485,16.275211107343658,0.1163697921347968,7.373561818232666,1,0,1,0
52,85376.15312633914,0.0,0.2611669508098589,16.186798578679166,0,0,0,0
45,84736.64932254533,10.279841999402946,0.1353313146936609,10.36099178670642,3,0,1,0
46,33847.14837813119,0.0,0.0,10.253054235861072,3,0,1,0
48,69656.97491496216,8.85223525206483,0.2679706796632087,9.200144871325596,5,1,1,0
39,76293.68874588139,2.203588003845785,0.2443159985847926,10.090042116853782,1,0,1,0
40,80608.77571273583,6.88802924460172,0.1753426086878508,11.995634039776052,1,0,1,0
18,56643.94717950552,6.014031859688711,0.3914630099869375,4.236106285790843,7,4,0,1
32,86320.14839436997,17.899741841452993,0.2007940523023238,20.656048790036657,3,0,1,0
48,75745.47389632445,14.682970377722496,0.3081559381013051,0.4723005616592139,2,0,1,0
52,31516.64799624802,4.652238368120948,0.3581881124758252,19.15503490238566,3,0,0,0
29,38485.67985148716,4.455904100167718,0.5218952329451702,0.0,2,4,0,1
48,28183.08286282608,9.206336876327669,0.0,15.806539729341864,1,0,1,0
45,70336.50531648901,5.704977698885452,0.2368429808434769,1.787059328073937,2,0,1,0
49,53178.14135716784,10.466270880965158,0.2284735557069336,6.21182563954844,1,1,0,0
30,44051.23765859802,5.157303475554997,0.1094171237182927,14.773310924050364,4,0,1,0
47,38352.60704703652,6.729798152025926,0.5776020221175164,4.853273287386404,6,2,0,1
42,64374.36532282976,6.1106527301932445,0.2769386758037573,21.190689060909246,0,0,0,0
48,40951.66550661981,0.5787537067161308,0.353067989449642,6.780024187357544,8,1,0,1
37,52449.37702880349,16.27256640432517,0.0,15.559440424735897,1,0,1,0
47,75669.31296649469,15.150863718093898,0.4280999338074859,13.234407772604282,1,0,1,0
37,35552.70770025522,7.103359860634843,0.1410986960685235,14.677273506173105,5,0,1,0
41,53364.42456455756,8.500243138888726,0.1949205964772108,0.5948147606625724,2,1,0,0
33,62470.58403682186,11.603052743394668,0.2190869678631568,14.620472652680364,0,0,1,0
56,71627.46118677848,7.953142207396177,0.1393687743021738,14.071154049376888,0,0,1,0
33,50722.91140988108,13.193271436598677,0.2615037627761044,7.380907181654867,1,1,1,0
25,23848.20701637085,9.26164986685838,0.1138892121928984,8.073719947436224,3,1,0,0
27,59187.8753664294,5.106744729397724,0.2685911119668968,14.18605929181814,1,1,0,0
26,40516.65143655556,7.031118398921509,0.1000840056548024,5.53296707453371,0,0,1,0
31,47536.39369383872,3.6036276895966095,0.2913329411946638,10.767531525289574,1,0,0,0
30,56001.40153763167,8.037159012198336,0.2788019985050561,12.460135481390928,3,0,1,0
40,65386.12379124676,9.074323547319326,0.1855172505939862,4.913527011545988,1,1,1,0
34,52915.62768166719,12.7152032078052,0.1988683416614195,10.413202239907983,2,0,1,0
32,55792.84792446176,8.86406139885642,0.2989311431900225,4.838631833420663,3,0,1,0
22,102964.78403915282,14.74736552630812,0.1495336625835192,1.561745812126846,1,0,1,0
18,31024.61601423553,2.315008346589225,0.6004223320257649,3.4681254564711645,8,4,1,1
54,64122.70759245208,1.1826749190726904,0.0959051098828822,11.188771092490324,1,1,1,0
27,52344.43196580883,8.82549775746613,0.4050940379798099,11.779416793383788,7,1,1,0
35,88546.57303189539,6.729227345628065,0.1590531941421944,7.63237184858847,5,0,1,0
33,31660.19720638018,9.26784114068923,0.119233073311157,11.107968546873913,2,0,1,0
35,83260.01939410609,2.5168747792634107,0.2236097294215075,12.062517974320697,1,0,1,0
52,83761.2375250212,4.757769322918756,0.2017829860006257,17.123821959864518,1,0,1,0
42,50584.89801750436,10.54750691412203,0.1868019101269317,0.0,2,0,1,0
48,56255.4535698624,0.0,0.2441944383808378,10.423498183564517,2,0,1,0
31,62485.77744679106,0.3032433657647253,0.6709077060868863,2.6138698289199334,2,1,0,1
45,65375.51578297283,9.289308086474795,0.3433282172720195,2.0214472340298304,1,1,1,0
44,62975.612696146105,6.895728599352243,0.1375879777133061,15.610160767750733,4,0,1,0
29,68961.56682025784,6.819829049219796,0.0804183563095929,12.826770936429778,1,0,0,0
36,52211.92876949247,0.0,0.30447112417646,13.464362772550038,4,0,1,0
48,43291.84862031392,8.817436568008223,0.4088523220081942,6.226993531440916,4,2,1,1
18,50268.28660598693,6.44580425862501,0.1652194835360164,19.484843669437065,2,0,1,0
45,64069.64006904575,4.286272144514608,0.287949151128571,12.727311514017192,3,0,1,0
27,10000.0,0.0,0.2677726469072012,0.3768036988075476,2,4,0,1
30,37079.80472497215,6.029570582573713,0.3624740720120312,2.1205701095204805,8,0,0,1
44,59503.39371746706,7.250189885518645,0.2799813400325722,16.197148971200765,5,0,1,0
56,12337.756378281534,15.004904248465252,0.2963917702633836,19.54592694715825,3,0,1,0
23,82089.55407674934,18.425148381303455,0.3199248998413757,4.735376902687673,2,0,0,0
